LOCATION,SUBURB,Reason Code,Audit Date,ADDRESS,lon,lat,type,loctype,address,north,south,east,west
Andersons Creek Road,Doncaster East,ABCD,Apr-22,"Andersons Creek Road, Doncaster East, Australia",145.1723619,-37.7647762,route,geometric_center,"andersons creek rd, doncaster east vic 3109, australia",-37.7504301,-37.7790028,145.1762197,145.163799
Anzac Parade,Bandiana,C,Oct-21,"Anzac Parade, Bandiana, Australia",146.9193845,-36.1427444,route,geometric_center,"anzac parade, bandiana vic 3691, australia",-36.13414049999998,-36.14813490000003,146.9314386,146.9043743
Anzac Road,Trafalgar,B,Apr-22,"Anzac Road, Trafalgar, Australia",146.157171,-38.2107527,route,geometric_center,"anzac rd, trafalgar vic 3824, australia",-38.2070605,-38.2150361,146.1584758302915,146.1557778697085
Apollo Road,Taylors Lakes,BC,T,"Apollo Road, Taylors Lakes, Australia",144.7993015,-37.7084722,route,geometric_center,"apollo rd, taylors lakes vic 3038, australia",-37.7072076197085,-37.7099055802915,144.8043883,144.7944267
Ararat-Halls Gap Road,Pomonal,ABC,Jul-21,"Ararat-Halls Gap Road, Pomonal, Australia",142.6509873,-37.2160277,route,geometric_center,"ararat-halls gap rd, pomonal vic 3381, australia",-37.14665989999997,-37.26334970000003,142.7453407,142.5681637
Ararat-Halls Gap Road,Jallukar,AC,Jul-21,"Ararat-Halls Gap Road, Jallukar, Australia",142.6954808,-37.2379409,route,geometric_center,"ararat-halls gap rd, victoria, australia",-37.1189615,-37.3241704,142.9170407,142.5318604
Ararat-Halls Gap Road,Moyston,AC,Jul-21,"Ararat-Halls Gap Road, Moyston, Australia",142.7412728,-37.2560008,route,geometric_center,"ararat-halls gap rd, moyston vic 3377, australia",-37.21356469999997,-37.30109930000002,142.8578989,142.6304258
Arcadia Avenue,The Basin,ABCD,Nov-21,"Arcadia Avenue, The Basin, Australia",145.3048623,-37.8564183,route,geometric_center,"arcadia ave, the basin vic 3154, australia",-37.85221069999998,-37.86138250000003,145.3074323,145.3009063
Arden Street,North Melbourne,BC,May-22,"Arden Street, North Melbourne, Australia",144.9438539,-37.8003034,route,geometric_center,"arden st, north melbourne vic 3051, australia",-37.7989571697085,-37.8016551302915,144.9528055,144.9351194
Army Road,Pakenham,B,Apr-22,"Army Road, Pakenham, Australia",145.4997481,-38.0483946,route,geometric_center,"army rd, pakenham vic 3810, australia",-38.02831389999998,-38.06821010000003,145.5048675,145.493794
Army Road,Pakenham Upper,BC,Apr-22,"Army Road, Pakenham Upper, Australia",145.4979831,-38.0359153,route,geometric_center,"army rd, pakenham upper vic 3810, australia",-38.02831389999998,-38.04093250000003,145.5048675,145.493794
Arnot Street,Bonnie Doon,BCD,Sep-21,"Arnot Street, Bonnie Doon, Australia",145.8562106,-37.023873,route,geometric_center,"arnot st, bonnie doon vic 3720, australia",-37.0222839,-37.0264115,145.8608879,145.8516731
Arthur Street,St Albans,C,T,"Arthur Street, St Albans, Australia",144.8042343,-37.7350111,route,geometric_center,"arthur st, st albans vic 3021, australia",-37.728894,-37.7414883,144.8112591,144.7975181
Arthurs Creek Road,Arthurs Creek,ABC,Apr-22,"Arthurs Creek Road, Arthurs Creek, Australia",145.1785567,-37.5701833,route,geometric_center,"arthurs creek rd, arthurs creek vic 3099, australia",-37.57010859999998,-37.58139540000003,145.2055555,145.151766
Arthurs Creek Road,Yan Yean,AC,Apr-22,"Arthurs Creek Road, Yan Yean, Australia",145.1426895,-37.57129,route,geometric_center,"arthurs creek rd, yan yean vic 3755, australia",-37.56883729999997,-37.57259950000002,145.1785567,145.1066861
Arundel Road,Keilor,C,T,"Arundel Road, Keilor, Australia",144.83306,-37.7031966,route,geometric_center,"arundel rd, keilor vic 3036, australia",-37.690129,-37.7130349,144.8373734,144.8256897
Ascot Vale Road,Ascot Vale,C,Apr-22,"Ascot Vale Road, Ascot Vale, Australia",144.9231283,-37.7773457,route,geometric_center,"ascot vale rd, ascot vale vic 3032, australia",-37.77164189999997,-37.78735640000002,144.9240847,144.9213862
Atkins Road,Pakenham,B,Apr-22,"Atkins Road, Pakenham, Australia",145.4879488,-38.0698856,route,geometric_center,"atkins rd, pakenham vic 3810, australia",-38.0673533,-38.0722579,145.48936303029151,145.4866650697085
Auburn Road,Hawthorn,ABD,Apr-22,"Auburn Road, Hawthorn, Australia",145.0435616,-37.830327,route,geometric_center,"auburn rd, hawthorn vic 3122, australia",-37.8142606,-37.84603870000001,145.0465813,145.0383133
Aughtie Drive,Albert Park,BC,May-22,"Aughtie Drive, Albert Park, Australia",144.9662593,-37.8468226,route,geometric_center,"aughtie dr, albert park vic 3206, australia",-37.83908769999997,-37.85391600000003,144.9759026,144.9621284
Avenel Road,Seymour,BC,Oct-21,"Avenel Road, Seymour, Australia",145.1552193,-37.0057997,route,geometric_center,"avenel rd, seymour vic 3660, australia",-36.9918222,-37.0176292,145.1596592,145.1506902
Avenel-Nagambie Rd,Avenel,C,Oct-21,"Avenel-Nagambie Rd, Avenel, Australia",145.1899791,-36.8716131,route,geometric_center,"avenel-nagambie rd, avenel vic 3664, australia",-36.86879389999998,-36.88653220000003,145.2199031,145.162132
Avenel-Nagambie Road,Avenel,C,Oct-21,"Avenel-Nagambie Road, Avenel, Australia",145.1899791,-36.8716131,route,geometric_center,"avenel-nagambie rd, avenel vic 3664, australia",-36.86879389999998,-36.88653220000003,145.2199031,145.162132
Avenue of Honour,Woodend North,ACD,Nov-21,"Avenue of Honour, Woodend North, Australia",144.523688,-37.3308984,route,geometric_center,"ave of honour, woodend north vic 3442, australia",-37.31875069999997,-37.34164440000004,144.5291224,144.5230714
Averys Road,Eaglehawk,ABCD,Apr-22,"Averys Road, Eaglehawk, Australia",144.2723077,-36.7167884,route,geometric_center,"averys rd, eaglehawk vic 3556, australia",-36.70972679999998,-36.72238960000003,144.2788045,144.2620806
Avondale Avenue,St Albans,BC,T,"Avondale Avenue, St Albans, Australia",144.8151402,-37.7422799,route,geometric_center,"avondale ave, st albans vic 3021, australia",-37.7383602,-37.7462991,144.8163872802915,144.8136893197085
Axe Creek Road,Axe Creek,C,T,"Axe Creek Road, Axe Creek, Australia",144.3852876,-36.8602318,route,geometric_center,"axe creek rd, axe creek vic 3551, australia",-36.81136539999997,-36.89939160000003,144.3949293,144.354562
Baanip Boulevard,Mount Duneed,ABCD,May-21,"Baanip Boulevard, Mount Duneed, Australia",144.3133645,-38.2159745,route,geometric_center,"baanip bvd, mount duneed vic 3217, australia",-38.21304429999998,-38.21927430000002,144.3391065,144.2881357
Back Beach Road,Ventnor,A,T,"Back Beach Road, Ventnor, Australia",145.2120551,-38.4966441,route,geometric_center,"back beach rd, ventnor vic 3922, australia",-38.4952917697085,-38.4979897302915,145.2427639,145.1604348
Back Eildon Road,Thornton,C,Oct-21,"Back Eildon Road, Thornton, Australia",145.8390188,-37.2567088,route,geometric_center,"back eildon rd, thornton vic 3712, australia",-37.24816609999998,-37.25846640000002,145.8861503,145.7965747
Bakers Road,Noble Park North,C,Nov-21,"Bakers Road, Noble Park North, Australia",145.1972058,-37.9489892,route,geometric_center,"bakers rd, noble park north vic 3174, australia",-37.94124759999998,-37.95521010000002,145.1988255302915,145.1961275697085
Balcombe Road,Beaumaris,ABC,May-22,"Balcombe Road, Beaumaris, Australia",145.0390665,-37.9781368,route,geometric_center,"balcombe rd, beaumaris vic 3193, australia",-37.97638999999997,-37.97975190000002,145.0524607,145.0235967
Balcombe Road,Mentone,AC,May-22,"Balcombe Road, Mentone, Australia",145.0611457,-37.9808202,route,geometric_center,"balcombe rd, mentone vic 3194, australia",-37.97948406971045,-37.98218203029345,145.070678,145.0524607
Ballan Road,Batesford,ABC,May-21,"Ballan Road, Batesford, Australia",144.3027132,-38.0787382,route,geometric_center,"geelong-ballan rd, batesford vic 3213, australia",-38.06562619999997,-38.09736130000002,144.3071069,144.2920515
Ballan Road,Wyndham Vale,C,Sep-21,"Ballan Road, Wyndham Vale, Australia",144.6049679,-37.8658375,route,geometric_center,"ballan rd, wyndham vale vic 3024, australia",-37.83784499999999,-37.90105740000003,144.64734,144.5531385
Ballan-Daylesford Road,Bunding,ABC,Nov-21,"Ballan-Daylesford Road, Bunding, Australia",144.1783516,-37.5375337,route,geometric_center,"ballan-daylesford rd, bunding vic 3342, australia",-37.50716309999997,-37.56877400000003,144.19515380000001,144.1611287
Ballan-Daylesford Road,Korweinguboora,ABC,Nov-21,"Ballan-Daylesford Road, Korweinguboora, Australia",144.127726,-37.4441365,route,geometric_center,"ballan-daylesford rd, korweinguboora vic 3461, australia",-37.41177949999998,-37.47364220000002,144.1476239,144.1151608
Ballarat Road,Ravenhall,BC,May-22,"Ballarat Road, Ravenhall, Australia",144.749813,-37.7601012,route,geometric_center,"ballarat rd, ravenhall vic 3023, australia",-37.75594619999997,-37.76352490000003,144.7575302,144.7396073
Ballarat Road,Footscray,C,Sep-21,"Ballarat Road, Footscray, Australia",144.895923,-37.793124,route,geometric_center,"ballarat rd, footscray vic 3011, australia",-37.78916599999997,-37.79566640000002,144.9152418,144.8844907
Ballarat Road,Hamilton,C,Apr-22,"Ballarat Road, Hamilton, Australia",142.0481622,-37.7436163,route,geometric_center,"ballarat rd, hamilton vic 3300, australia",-37.7390875,-37.7470902,142.0692242,142.026838
Ballarat-Maryborough Road,Daisy Hill,ACD,Nov-21,"Ballarat-Maryborough Road, Daisy Hill, Australia",143.7196998,-37.1132517,route,geometric_center,"ballarat-maryborough rd, daisy hill vic 3465, australia",-37.07664269999997,-37.14762110000002,143.7272467,143.7070951
Ballarto Road,Cardinia,BC,Apr-22,"Ballarto Road, Cardinia, Australia",145.4218,-38.1457689,route,geometric_center,"ballarto rd, cardinia vic 3978, australia",-38.14272079999998,-38.14894120000002,145.447596,145.3974682
Balwyn Road,Balwyn,C,Apr-22,"Balwyn Road, Balwyn, Australia",145.0821234,-37.8087976,route,geometric_center,"balwyn rd, balwyn vic 3103, australia",-37.80253629999997,-37.81838630000003,145.0833256,145.0802782
Bambra Road,Caulfield South,C,May-22,"Bambra Road, Caulfield South, Australia",145.0276836,-37.8937635,route,geometric_center,"bambra rd, caulfield south vic 3162, australia",-37.88717529999997,-37.90224410000003,145.0288977,145.0259688
Banbury Road,Reservoir,BCD,Apr-22,"Banbury Road, Reservoir, Australia",144.9895977,-37.7111763,route,geometric_center,"banbury rd, reservoir vic 3073, australia",-37.707204,-37.7145737,144.9911036302915,144.9884056697085
Bank Street,Avenel,C,Oct-21,"Bank Street, Avenel, Australia",145.2257733,-36.8897912,route,geometric_center,"bank st, avenel vic 3664, australia",-36.8861563,-36.8928008,145.2307975,145.2197065
Banksia Street,Heidelberg Heights,BC,Apr-22,"Banksia Street, Heidelberg Heights, Australia",145.0543118,-37.7581102,route,geometric_center,"banksia st, heidelberg heights vic 3081, australia",-37.75593819999997,-37.76032110000002,145.075077,145.0334094
Bannons Lane,Yarrambat,AC,Apr-22,"Bannons Lane, Yarrambat, Australia",145.1508812,-37.6285892,route,geometric_center,"bannons ln, yarrambat vic 3091, australia",-37.6235321,-37.6314522,145.1679391,145.1346519
Banyule Road,Viewbank,ABCD,Dec-21,"Banyule Road, Viewbank, Australia",145.0960117,-37.7418164,route,geometric_center,"banyule rd, viewbank vic 3084, australia",-37.73653499999996,-37.74468110000003,145.1053382,145.0793575
Barkly Street,West Footscray,C,Sep-21,"Barkly Street, West Footscray, Australia",144.87525780000001,-37.797173,route,geometric_center,"barkly st, west footscray vic 3012, australia",-37.79573766970851,-37.79843563029151,144.886929,144.8626979
Barkly Street West,Ararat,B,Jul-21,"Barkly Street West, Ararat, Australia",142.9170398,-37.2875056,route,geometric_center,"barkly st w, ararat vic 3377, australia",-37.2858231,-37.2892426,142.9203933,142.9130178
Barmah-Shepparton Road,Zeerust,AC,Apr-22,"Barmah-Shepparton Road, Zeerust, Australia",145.3734901,-36.2855582,route,geometric_center,"barmah-shepparton rd, zeerust vic 3634, australia",-36.27631219999998,-36.29926260000003,145.3813251,145.3681967
Barmah-Shepparton Road,Bunbartha,C,Apr-22,"Barmah-Shepparton Road, Bunbartha, Australia",145.3520032,-36.2479672,route,geometric_center,"barmah-shepparton rd, bunbartha vic 3634, australia",-36.19866379999998,-36.30103690000003,145.3823436,145.3220801
Barnes Boulevard,Horsham,C,Jul-21,"Barnes Boulevard, Horsham, Australia",142.182007,-36.7268408,route,geometric_center,"barnes blvd, horsham vic 3400, australia",-36.7223855,-36.7323337,142.1965402,142.1673428
Barrabool Road,Highton,BC,Jan-22,"Barrabool Road, Highton, Australia",144.3102466,-38.1692723,route,geometric_center,"barrabool rd, highton vic 3216, australia",-38.16824909999998,-38.17208410000003,144.3296454,144.2903689
Barrands Lane,Drysdale,BC,Jan-22,"Barrands Lane, Drysdale, Australia",144.5670579,-38.169326,route,geometric_center,"barrands ln, drysdale vic 3222, australia",-38.16122229999997,-38.17251430000003,144.5689137802915,144.5662158197085
Barries Road,Melton,C,May-22,"Barries Road, Melton, Australia",144.5714899,-37.6880554,route,geometric_center,"barries rd, melton vic 3337, australia",-37.6848282,-37.6916795,144.5851662,144.5574193
Barry Road,Coolaroo,ABC,Apr-22,"Barry Road, Coolaroo, Australia",144.9334988,-37.6650872,route,geometric_center,"barry rd, coolaroo vic 3048, australia",-37.6636050197085,-37.6663029802915,144.9452796,144.9215417
Barry Road,Dallas,ABCD,Apr-22,"Barry Road, Dallas, Australia",144.9334988,-37.6650872,route,geometric_center,"barry rd, dallas vic 3047, australia",-37.66391159999997,-37.66671560000002,144.9494212,144.9229581
Barry Road,Thomastown,ABCD,May-22,"Barry Road, Thomastown, Australia",144.9924682,-37.6713087,route,geometric_center,"barry rd, thomastown vic 3074, australia",-37.66983639999998,-37.67265180000003,145.0018661,144.9850679
Barry Road,Campbellfield,BCD,Apr-22,"Barry Road, Campbellfield, Australia",144.9534568,-37.6671363,route,geometric_center,"barry rd, campbellfield vic 3061, australia",-37.66588299999998,-37.66897640000003,144.9729569,144.9405818
Barrymore Road,Greenvale,C,Apr-22,"Barrymore Road, Greenvale, Australia",144.8913467,-37.6514084,route,geometric_center,"barrymore rd, greenvale vic 3059, australia",-37.6492303,-37.6571857,144.902007,144.8813738
Barwon Heads Road,Connewarre,ABC,Jan-22,"Barwon Heads Road, Connewarre, Australia",144.424476,-38.2593972,route,geometric_center,"barwon heads rd, connewarre vic 3227, australia",-38.20924179999997,-38.27445520000003,144.4883116,144.3676843
Barwon Terrace,Winchelsea,BC,Jan-22,"Barwon Terrace, Winchelsea, Australia",143.997607,-38.2475117,route,geometric_center,"barwon terrace, winchelsea vic 3241, australia",-38.23853829999999,-38.2556345,144.0099222,143.9891754
Bass Highway,Inverloch,ABC,Jul-21,"Bass Highway, Inverloch, Australia",145.7477128,-38.6135798,route,geometric_center,"bass hwy, inverloch vic 3996, australia",-38.56472679999997,-38.62761840000002,145.8401,145.6283188
Bass Highway,Lang Lang South,AC,T,"Bass Highway, Lang Lang South, Australia",145.5484976,-38.3295859,route,geometric_center,"bass hwy, lang lang vic 3984, australia",-38.28731819999998,-38.36283020000002,145.5625265,145.5393864
Bass Highway,Dalyston,C,T,"Bass Highway, Dalyston, Australia",145.5416405,-38.5639717,route,geometric_center,"bass hwy, dalyston vic 3992, australia",-38.56111549999998,-38.58760510000003,145.5792901,145.5103478
Bass Highway,Leongatha South,C,T,"Bass Highway, Leongatha South, Australia",145.8580322,-38.5425889,route,geometric_center,"bass hwy, leongatha south vic 3953, australia",-38.48030959999997,-38.59989820000002,145.9402817,145.7780333
Bass Highway,The Gurdies,C,T,"Bass Highway, The Gurdies, Australia",145.5527896,-38.3818885,route,geometric_center,"bass hwy, the gurdies vic 3984, australia",-38.35961749999998,-38.39655380000003,145.5640362,145.5384922
Bass Highway,Wonthaggi,C,T,"Bass Highway, Wonthaggi, Australia",145.617011,-38.6085251,route,geometric_center,"bass hwy, wonthaggi vic 3995, australia",-38.58573629999997,-38.61698510000002,145.663477,145.577023
Batesford Road,Malvern East,CD,May-22,"Batesford Road, Malvern East, Australia",145.0896828,-37.8758956,route,geometric_center,"batesford rd, malvern east vic 3145, australia",-37.8749321197085,-37.8776300802915,145.0927547,145.0853437
Baxter-Tooradin Road,Baxter,ABC,Jan-22,"Baxter-Tooradin Road, Baxter, Australia",145.1685635,-38.1970348,route,geometric_center,"baxter-tooradin rd, baxter vic 3911, australia",-38.19398909999997,-38.19934410000003,145.1896239,145.1482695
Baxter-Tooradin Road,Pearcedale,B,Mar-22,"Baxter-Tooradin Road, Pearcedale, Australia",145.2405569,-38.2035618,route,geometric_center,"baxter-tooradin rd, pearcedale vic 3912, australia",-38.19965439999997,-38.20502360000003,145.2869612,145.200134
Baxter-Tooradin Road,Devon Meadows,C,Mar-22,"Baxter-Tooradin Road, Devon Meadows, Australia",145.314718,-38.197727,route,geometric_center,"baxter-tooradin rd, devon meadows vic 3977, australia",-38.19295049999997,-38.20357290000002,145.3505698,145.2813669
Bayswater Road,Croydon,AC,Apr-22,"Bayswater Road, Croydon, Australia",145.2703645,-37.8088394,route,geometric_center,"bayswater rd, croydon vic 3136, australia",-37.80085409999997,-37.81349790000002,145.2741514,145.2693305
Bayview Road,Rosebud,BC,Jan-22,"Bayview Road, Rosebud, Australia",144.9223154,-38.3596352,route,geometric_center,"bayview rd, rosebud vic 3939, australia",-38.34897889999997,-38.37353590000004,144.9403416,144.9085655
Beach Road,Beaumaris,ABC,May-22,"Beach Road, Beaumaris, Australia",145.0426738,-37.9908708,route,geometric_center,"beach rd, beaumaris vic 3193, australia",-37.98497809999997,-37.99541530000002,145.0543555,145.0244709
Beach Road,Parkdale,BC,May-22,"Beach Road, Parkdale, Australia",145.0778475,-38.0017288,route,geometric_center,"beach rd, parkdale vic 3195, australia",-37.99456899999997,-38.00172880000002,145.0778475,145.0695929
Beach Road,Sandringham,BC,May-22,"Beach Road, Sandringham, Australia",145.004695,-37.9531301,route,geometric_center,"beach rd, sandringham vic 3191, australia",-37.94161179999998,-37.96352050000002,145.0121015,145.0000964
Beach Road,Mordialloc,C,May-22,"Beach Road, Mordialloc, Australia",145.0853333,-38.008339,route,geometric_center,"beach rd, mordialloc vic 3195, australia",-38.0074036697085,-38.0101016302915,145.0879144302915,145.0852164697085
Beach Road,Black Rock,C,May-22,"Beach Road, Black Rock, Australia",145.0156913,-37.9750332,route,geometric_center,"beach rd, black rock vic 3193, australia",-37.96081159999997,-37.98497810000002,145.0244709,145.0110721
Beach Street,Frankston,C,Jan-22,"Beach Street, Frankston, Australia",145.1331132,-38.1431247,route,geometric_center,"beach st, frankston vic 3199, australia",-38.13802829999999,-38.1496942,145.1462061,145.1182718
Beacon Point Road,Clifton Springs,B,Jan-22,"Beacon Point Road, Clifton Springs, Australia",144.5751777,-38.1504455,route,geometric_center,"beacon point rd, clifton springs vic 3222, australia",-38.14215249999998,-38.15898510000002,144.5767094,144.5735617
Beaconsfield Parade,Albert Park,ABCD,May-22,"Beaconsfield Parade, Albert Park, Australia",144.952303,-37.8496505,route,geometric_center,"beaconsfield parade, albert park vic 3206, australia",-37.84470189999998,-37.85403540000003,144.9613079,144.9421064
Beaconsfield Parade,Middle Park,BC,May-22,"Beaconsfield Parade, Middle Park, Australia",144.9613079,-37.8540354,route,geometric_center,"beaconsfield parade, middle park vic 3206, australia",-37.85071419999998,-37.85693630000004,144.9666859,144.9547733
Beaconsfield-Emerald Road,Dewhurst,AC,Apr-22,"Beaconsfield-Emerald Road, Dewhurst, Australia",145.4546195,-37.9791618,route,geometric_center,"beaconsfield-emerald rd, dewhurst vic 3808, australia",-37.95909619999998,-37.98683740000003,145.4688603,145.4397856
Beaconsfield-Emerald Road,Beaconsfield,C,Apr-22,"Beaconsfield-Emerald Road, Beaconsfield, Australia",145.3787597,-38.0278194,route,geometric_center,"beaconsfield-emerald rd, beaconsfield vic 3807, australia",-38.01310979999997,-38.04409660000002,145.3918945,145.3665991
Beauchamp Street,Kyneton,C,Nov-21,"Beauchamp Street, Kyneton, Australia",144.4519267,-37.2422807,route,geometric_center,"beauchamp st, kyneton vic 3444, australia",-37.23975,-37.2447014,144.4643134,144.4410537
Beaufort-Skipton Road,Lake Goldsmith,C,Nov-21,"Beaufort-Skipton Road, Lake Goldsmith, Australia",143.3714708,-37.530856,route,geometric_center,"skipton rd, lake goldsmith vic 3373, australia",-37.48908729999998,-37.57888190000002,143.3756016,143.3557549
Beechworth-Wodonga Road,Leneva,B,Oct-21,"Beechworth-Wodonga Road, Leneva, Australia",146.8641272,-36.2227124,route,geometric_center,"beechworth-wodonga rd, leneva vic 3691, australia",-36.15240189999997,-36.25989630000002,146.8943583,146.8123857
Beischer Street,East Bendigo,BC,Apr-22,"Beischer Street, East Bendigo, Australia",144.3084125,-36.7529203,route,geometric_center,"beischer st, east bendigo vic 3550, australia",-36.74673159999998,-36.75906370000003,144.3104413302915,144.3077433697085
Belgrave Road,Malvern East,B,May-22,"Belgrave Road, Malvern East, Australia",145.0685146,-37.8791094,route,geometric_center,"belgrave rd, malvern east vic 3145, australia",-37.87899519999998,-37.88474090000003,145.0693722802915,145.0666743197085
Belgrave-Hallam Road,Narre Warren North,ABC,Mar-22,"Belgrave-Hallam Road, Narre Warren North, Australia",145.310368,-37.9810147,route,geometric_center,"belgrave-hallam rd, narre warren north vic 3804, australia",-37.96199249999998,-37.99994390000003,145.3438457,145.2745834
Belgrave-Hallam Road,Narre Warren East,B,T,"Belgrave-Hallam Road, Narre Warren East, Australia",145.3366597,-37.9641651,route,geometric_center,"belgrave-hallam rd, narre warren east vic 3804, australia",-37.95006089999997,-37.96641260000002,145.3497376,145.3186866
Bell Street,Preston,ABC,Dec-21,"Bell Street, Preston, Australia",145.0086739,-37.7457943,route,geometric_center,"bell st, preston vic 3072, australia",-37.74263289999997,-37.74935160000003,145.0379829,144.9795021
Bell Street,Coburg,BC,Apr-22,"Bell Street, Coburg, Australia",144.9650516,-37.7411816,route,geometric_center,"bell st, coburg vic 3058, australia",-37.73926689999997,-37.74320540000002,144.9836739,144.9462665
Bellarine Highway,Point Lonsdale,ABC,May-21,"Bellarine Highway, Point Lonsdale, Australia",144.6034827,-38.258157,route,geometric_center,"bellarine hwy, point lonsdale vic 3225, australia",-38.24189089999997,-38.27222180000003,144.6343346,144.5725873
Bellarine Highway,Moolap,C,Jan-22,"Bellarine Highway, Moolap, Australia",144.4255154,-38.1798002,route,geometric_center,"bellarine hwy, moolap vic 3224, australia",-38.17130209999997,-38.18701590000002,144.4554482,144.3943559
Bellbridge Drive,Hoppers Crossing,ABC,Sep-21,"Bellbridge Drive, Hoppers Crossing, Australia",144.7104498,-37.8684,route,geometric_center,"bellbridge dr, hoppers crossing vic 3029, australia",-37.8599596,-37.8762643,144.7110018,144.7020807
Belmore Road,Balwyn,ABC,Apr-22,"Belmore Road, Balwyn, Australia",145.0838178,-37.803579,route,geometric_center,"belmore rd, balwyn vic 3103, australia",-37.80079269999997,-37.80467270000003,145.1042024,145.0625202
Belmore Road,Box Hill North,C,Apr-22,"Belmore Road, Box Hill North, Australia",145.116677,-37.8004546,route,geometric_center,"belmore rd, box hill north vic 3129, australia",-37.79989019999998,-37.80467270000003,145.1181192,145.0625202
Benalla-Winton Road,Benalla,BC,Feb-22,"Benalla-Winton Road, Benalla, Australia",146.0624725,-36.5219504,route,geometric_center,"benalla-winton rd, winton vic 3673, australia",-36.5198882,-36.5231461,146.06507,146.0591452
Benalla-Yarrawonga Road,Goorambat,B,Feb-22,"Benalla-Yarrawonga Road, Goorambat, Australia",145.9838217,-36.4143696,route,geometric_center,"benalla-yarrawonga rd, goorambat vic 3725, australia",-36.35661809999998,-36.47050620000002,146.0028249,145.9656021
Benalla-Yarrawonga Road,Devenish,C,Feb-22,"Benalla-Yarrawonga Road, Devenish, Australia",145.9591815,-36.3429387,route,geometric_center,"benalla-yarrawonga rd, devenish vic 3726, australia",-36.29889669999998,-36.38437060000003,145.9786655,145.9524648
Bendigo-Maldon Road,Maldon,BC,Apr-22,"Bendigo-Maldon Road, Maldon, Australia",144.0706915,-36.9948942,route,geometric_center,"bendigo-maldon rd, maldon vic 3463, australia",-36.99348576970849,-36.99618373029149,144.0720128302915,144.0693148697085
Bendigo-Maryborough Road,Lockwood,AB,Apr-22,"Bendigo-Maryborough Road, Lockwood, Australia",143.9727586,-36.8399582,route,geometric_center,"bendigo-maryborough rd, victoria, australia",-36.7947328,-36.9734074,144.1610974,143.758612
Bendigo-Maryborough Road,Shelbourne,C,Apr-22,"Bendigo-Maryborough Road, Shelbourne, Australia",144.0559093,-36.8341152,route,geometric_center,"bendigo-maryborough rd, shelbourne vic 3515, australia",-36.81475259999997,-36.84814740000002,144.1265138,143.982087
Bendigo-Maryborough Road,Havelock,C,Apr-22,"Bendigo-Maryborough Road, Havelock, Australia",143.7884752,-36.9449779,route,geometric_center,"bendigo-maryborough rd, havelock vic 3465, australia",-36.93033909999997,-36.96246440000003,143.8118156,143.7694282
Bendigo-Murchison Road,Murchison,BC,Apr-22,"Bendigo-Murchison Road, Murchison, Australia",145.1689063,-36.6068166,route,geometric_center,"bendigo-murchison rd, murchison vic 3610, australia",-36.60023369999997,-36.61818450000002,145.2069979,145.1318115
Bendigo-Murchison Road,Wanalta,C,Mar-22,"Bendigo-Murchison Road, Wanalta, Australia",144.8969323,-36.5964786,route,geometric_center,"bendigo-murchison rd, wanalta vic 3612, australia",-36.5949793197085,-36.5976772802915,144.9320209,144.8679739
Bendigo-Pyramid Hill Road,Raywood,ACD,Apr-22,"Bendigo-Pyramid Hill Road, Raywood, Australia",144.2060478,-36.5375442,route,geometric_center,"bendigo-pyramid rd, victoria, australia",-36.3719496,-36.7138243,144.2483931,144.1938221
Bendigo-Pyramid Hill Road,Woodvale,CD,Apr-22,"Bendigo-Pyramid Hill Road, Woodvale, Australia",144.216643,-36.6643428,route,geometric_center,"bendigo-pyramid rd, woodvale vic 3556, australia",-36.61779549999997,-36.70529540000003,144.2377417,144.1994938
Bendigo-Redesdale Road,Strathfieldsaye,C,Apr-22,"Bendigo-Redesdale Road, Strathfieldsaye, Australia",144.3126566,-36.7811141,establishment,geometric_center,"warranwah dr/bendigo - redesdale rd, kennington vic 3550, australia",-36.7797637697085,-36.78246173029149,144.3140086802915,144.3113107197085
Benetook Avenue,Mildura South,ABC,Jul-21,"Benetook Avenue, Mildura South, Australia",142.1403253,-34.2280513,route,geometric_center,"benetook ave, mildura vic 3500, australia",-34.18310939999997,-34.27298230000002,142.1952514,142.0859022
Benetook Avenue,Koorlong,C,Jul-21,"Benetook Avenue, Koorlong, Australia",142.0793126,-34.314245,route,geometric_center,"benetook ave, koorlong vic 3501, australia",-34.25552219999997,-34.38038630000003,142.1070238,142.0614001
Bengworden Road,Bengworden,BCD,Sep-21,"Bengworden Road, Bengworden, Australia",147.4434049,-37.975486,route,geometric_center,"bengworden rd, bengworden vic 3875, australia",-37.93740569999997,-38.00240490000002,147.5290974,147.3711603
Bengworden Road,Cobains,C,Jan-22,"Bengworden Road, Cobains, Australia",147.1115808,-38.0727048,route,geometric_center,"bengworden rd, cobains vic 3851, australia",-38.06588269999997,-38.07627200000002,147.1465231,147.0737649
Bengworden Road,Perry Bridge,C,Jan-22,"Bengworden Road, Perry Bridge, Australia",147.26393530000001,-38.0048329,route,geometric_center,"bengworden rd, perry bridge vic 3862, australia",-37.98985119999996,-38.04973350000003,147.3587529,147.1699991
Bengworden Road,Clydebank,ABC,Jan-22,"Bengworden Road, Clydebank, Australia",147.1534973,-38.0478637,route,geometric_center,"bengworden rd, clydebank vic 3851, australia",-38.01423259999997,-38.07627200000002,147.1885135,147.1191443
