State,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceTypeID,PollingPlaceNm,PremisesNm,PremisesAddress1,PremisesSuburb,PremisesStateAb,PremisesPostCode,Latitude,Longitude,StateAb,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
NSW,107,Blaxland,2396,1,Villawood East,Villawood East Public School,1 Lowana St,VILLAWOOD,NSW,2163,-33.8895,150.986,NSW,Villawood East,32645,CLARE,Jason,3,Y,Y,ALP,Labor,898,-4.46
NSW,145,Richmond,2399,1,Bangalow,Bangalow Public School,45 Byron St,BANGALOW,NSW,2479,-28.6859,153.526,NSW,Bangalow,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,956,6.47
NSW,145,Richmond,2399,1,Bangalow,Bangalow Public School,45 Byron St,BANGALOW,NSW,2479,-28.6859,153.526,NSW,Bangalow,32443,FRASER,Matthew,7,N,N,NP,The Nationals,441,-6.47
NSW,145,Richmond,2400,1,Banora Point South,Banora Point Public School,97 Pioneer Pde,BANORA POINT,NSW,2486,-28.2225,153.545,NSW,Banora Point South,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,725,1.34
NSW,145,Richmond,2400,1,Banora Point South,Banora Point Public School,97 Pioneer Pde,BANORA POINT,NSW,2486,-28.2225,153.545,NSW,Banora Point South,32443,FRASER,Matthew,7,N,N,NP,The Nationals,821,-1.34
NSW,138,Page,2401,1,Bexhill,Bexhill Public School,12 Withers St,BEXHILL,NSW,2480,-28.766089,153.346233,NSW,Bexhill,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,251,2.59
NSW,138,Page,2401,1,Bexhill,Bexhill Public School,12 Withers St,BEXHILL,NSW,2480,-28.766089,153.346233,NSW,Bexhill,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,196,-2.59
NSW,145,Richmond,2402,1,Bilambil,Bilambil Public School,398 Bilambil Rd,BILAMBIL,NSW,2486,-28.224,153.468,NSW,Bilambil,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,530,0.84
NSW,145,Richmond,2402,1,Bilambil,Bilambil Public School,398 Bilambil Rd,BILAMBIL,NSW,2486,-28.224,153.468,NSW,Bilambil,32443,FRASER,Matthew,7,N,N,NP,The Nationals,459,-0.84
NSW,145,Richmond,2403,1,Billinudgel,Billi Lids Long Day Care Centre,cnr Wilfred St & The Tunnel Rd,BILLINUDGEL,NSW,2483,-28.5045,153.525,NSW,Billinudgel,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,526,5.25
NSW,145,Richmond,2403,1,Billinudgel,Billi Lids Long Day Care Centre,cnr Wilfred St & The Tunnel Rd,BILLINUDGEL,NSW,2483,-28.5045,153.525,NSW,Billinudgel,32443,FRASER,Matthew,7,N,N,NP,The Nationals,168,-5.25
NSW,145,Richmond,2404,1,Bogangar,Bogangar Public School,123 Tweed Coast Rd,BOGANGAR,NSW,2488,-28.3389,153.572,NSW,Bogangar,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,659,-0.65
NSW,145,Richmond,2404,1,Bogangar,Bogangar Public School,123 Tweed Coast Rd,BOGANGAR,NSW,2488,-28.3389,153.572,NSW,Bogangar,32443,FRASER,Matthew,7,N,N,NP,The Nationals,460,0.65
NSW,145,Richmond,2405,1,Murwillumbah West,Wollumbin High School,94 North Arm Rd,MURWILLUMBAH,NSW,2484,-28.333,153.359,NSW,Murwillumbah West,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,399,1.39
NSW,145,Richmond,2405,1,Murwillumbah West,Wollumbin High School,94 North Arm Rd,MURWILLUMBAH,NSW,2484,-28.333,153.359,NSW,Murwillumbah West,32443,FRASER,Matthew,7,N,N,NP,The Nationals,338,-1.39
NSW,145,Richmond,2407,1,Brunswick Heads,Brunswick Heads Public School,2 Fingal St,BRUNSWICK HEADS,NSW,2483,-28.541239,153.550842,NSW,Brunswick Heads,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,1010,4.16
NSW,145,Richmond,2407,1,Brunswick Heads,Brunswick Heads Public School,2 Fingal St,BRUNSWICK HEADS,NSW,2483,-28.541239,153.550842,NSW,Brunswick Heads,32443,FRASER,Matthew,7,N,N,NP,The Nationals,329,-4.16
NSW,145,Richmond,2408,1,Burringbar,Burringbar School of Arts Hall,1 Old Pacific Hwy,BURRINGBAR,NSW,2483,-28.4342627,153.4735297,NSW,Burringbar,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,391,4.09
NSW,145,Richmond,2408,1,Burringbar,Burringbar School of Arts Hall,1 Old Pacific Hwy,BURRINGBAR,NSW,2483,-28.4342627,153.4735297,NSW,Burringbar,32443,FRASER,Matthew,7,N,N,NP,The Nationals,167,-4.09
NSW,145,Richmond,2409,1,Byron Bay,Byron Bay Public School,17 Kingsley St,BYRON BAY,NSW,2481,-28.6475,153.614,NSW,Byron Bay,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,1030,1.18
NSW,145,Richmond,2409,1,Byron Bay,Byron Bay Public School,17 Kingsley St,BYRON BAY,NSW,2481,-28.6475,153.614,NSW,Byron Bay,32443,FRASER,Matthew,7,N,N,NP,The Nationals,408,-1.18
NSW,138,Page,2410,1,Caniaba,Caniaba Public School,387 Caniaba Rd,CANIABA,NSW,2480,-28.8375621,153.2051129,NSW,Caniaba,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,228,3.39
NSW,138,Page,2410,1,Caniaba,Caniaba Public School,387 Caniaba Rd,CANIABA,NSW,2480,-28.8375621,153.2051129,NSW,Caniaba,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,120,-3.39
NSW,145,Richmond,2412,1,Chillingham,Chillingham Public School,1420 Numinbah Rd,CHILLINGHAM,NSW,2484,-28.3136,153.277,NSW,Chillingham,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,96,-3.26
NSW,145,Richmond,2412,1,Chillingham,Chillingham Public School,1420 Numinbah Rd,CHILLINGHAM,NSW,2484,-28.3136,153.277,NSW,Chillingham,32443,FRASER,Matthew,7,N,N,NP,The Nationals,98,3.26
NSW,145,Richmond,2413,1,Chinderah,Tweed Super Sports Centre,14-18 Chinderah Bay Dr,CHINDERAH,NSW,2487,-28.22801,153.5569871,NSW,Chinderah,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,484,-2.48
NSW,145,Richmond,2413,1,Chinderah,Tweed Super Sports Centre,14-18 Chinderah Bay Dr,CHINDERAH,NSW,2487,-28.22801,153.5569871,NSW,Chinderah,32443,FRASER,Matthew,7,N,N,NP,The Nationals,460,2.48
NSW,138,Page,2414,1,Clunes,Clunes Public School,19 Walker St,CLUNES,NSW,2480,-28.7255698,153.4083947,NSW,Clunes,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,138,-3.61
NSW,138,Page,2414,1,Clunes,Clunes Public School,19 Walker St,CLUNES,NSW,2480,-28.7255698,153.4083947,NSW,Clunes,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,223,3.61
NSW,145,Richmond,2415,1,Condong,Condong Public School,77 McLeod St,CONDONG,NSW,2484,-28.3138449,153.4356286,NSW,Condong,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,308,-0.43
NSW,145,Richmond,2415,1,Condong,Condong Public School,77 McLeod St,CONDONG,NSW,2484,-28.3138449,153.4356286,NSW,Condong,32443,FRASER,Matthew,7,N,N,NP,The Nationals,320,0.43
NSW,145,Richmond,2416,1,Coorabell,Coorabell Public School,Mango Lane,COORABELL,NSW,2479,-28.6262791,153.4884761,NSW,Coorabell,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,150,12.49
NSW,145,Richmond,2416,1,Coorabell,Coorabell Public School,Mango Lane,COORABELL,NSW,2479,-28.6262791,153.4884761,NSW,Coorabell,32443,FRASER,Matthew,7,N,N,NP,The Nationals,55,-12.49
NSW,145,Richmond,2418,1,Crabbes Creek,Crabbes Creek Public School,22 Crabbes Creek Rd,CRABBES CREEK,NSW,2483,-28.4572,153.497,NSW,Crabbes Creek,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,170,4.55
NSW,145,Richmond,2418,1,Crabbes Creek,Crabbes Creek Public School,22 Crabbes Creek Rd,CRABBES CREEK,NSW,2483,-28.4572,153.497,NSW,Crabbes Creek,32443,FRASER,Matthew,7,N,N,NP,The Nationals,78,-4.55
NSW,145,Richmond,2419,1,Crystal Creek,Crystal Creek Public School,813 Numinbah Rd,CRYSTAL CREEK,NSW,2484,-28.3072,153.307,NSW,Crystal Creek,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,117,-0.14
NSW,145,Richmond,2419,1,Crystal Creek,Crystal Creek Public School,813 Numinbah Rd,CRYSTAL CREEK,NSW,2484,-28.3072,153.307,NSW,Crystal Creek,32443,FRASER,Matthew,7,N,N,NP,The Nationals,153,0.14
NSW,145,Richmond,2422,1,Dungay,Dungay Public School,305 Tomewin Rd,DUNGAY,NSW,2484,-28.2853306,153.3755577,NSW,Dungay,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,150,-1.9
NSW,145,Richmond,2422,1,Dungay,Dungay Public School,305 Tomewin Rd,DUNGAY,NSW,2484,-28.2853306,153.3755577,NSW,Dungay,32443,FRASER,Matthew,7,N,N,NP,The Nationals,178,1.9
NSW,138,Page,2423,1,Dunoon,Dunoon Public School,65 James St,DUNOON,NSW,2480,-28.6869,153.316,NSW,Dunoon,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,157,2.89
NSW,138,Page,2423,1,Dunoon,Dunoon Public School,65 James St,DUNOON,NSW,2480,-28.6869,153.316,NSW,Dunoon,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,319,-2.89
NSW,145,Richmond,2425,1,Durrumbul,Durrumbul Public School,27 Durrumbul Rd,MAIN ARM,NSW,2482,-28.5232178,153.4445306,NSW,Durrumbul,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,271,6.06
NSW,145,Richmond,2425,1,Durrumbul,Durrumbul Public School,27 Durrumbul Rd,MAIN ARM,NSW,2482,-28.5232178,153.4445306,NSW,Durrumbul,32443,FRASER,Matthew,7,N,N,NP,The Nationals,68,-6.06
NSW,138,Page,2426,1,Eltham,Eltham Public School,2 McKenzie Rd,ELTHAM,NSW,2480,-28.7639799,153.4083755,NSW,Eltham,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,131,-0.58
NSW,138,Page,2426,1,Eltham,Eltham Public School,2 McKenzie Rd,ELTHAM,NSW,2480,-28.7639799,153.4083755,NSW,Eltham,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,131,0.58
NSW,145,Richmond,2427,1,Eureka,Eureka Public School,438 Eureka Rd,EUREKA,NSW,2480,-28.6878,153.439,NSW,Eureka,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,105,11.33
NSW,145,Richmond,2427,1,Eureka,Eureka Public School,438 Eureka Rd,EUREKA,NSW,2480,-28.6878,153.439,NSW,Eureka,32443,FRASER,Matthew,7,N,N,NP,The Nationals,50,-11.33
NSW,145,Richmond,2428,1,Ewingsdale,Cape Byron Rudolf Steiner School,216 Balraith Lane,EWINGSDALE,NSW,2481,-28.655369,153.5676872,NSW,Ewingsdale,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,96,10.93
NSW,145,Richmond,2428,1,Ewingsdale,Cape Byron Rudolf Steiner School,216 Balraith Lane,EWINGSDALE,NSW,2481,-28.655369,153.5676872,NSW,Ewingsdale,32443,FRASER,Matthew,7,N,N,NP,The Nationals,41,-10.93
NSW,145,Richmond,2429,1,Federal,Federal Former Church Building,3 Federal Rd,FEDERAL,NSW,2480,-28.6505797,153.4553289,NSW,Federal,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,423,7.53
NSW,145,Richmond,2429,1,Federal,Federal Former Church Building,3 Federal Rd,FEDERAL,NSW,2480,-28.6505797,153.4553289,NSW,Federal,32443,FRASER,Matthew,7,N,N,NP,The Nationals,101,-7.53
NSW,145,Richmond,2430,1,Fernleigh,Fernleigh Public School,451 Fernleigh Rd,FERNLEIGH,NSW,2479,-28.7675087,153.4985623,NSW,Fernleigh,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,163,9.67
NSW,145,Richmond,2430,1,Fernleigh,Fernleigh Public School,451 Fernleigh Rd,FERNLEIGH,NSW,2479,-28.7675087,153.4985623,NSW,Fernleigh,32443,FRASER,Matthew,7,N,N,NP,The Nationals,104,-9.67
NSW,138,Page,2432,1,Goolmangar,Goolmangar Hall,863 Nimbin Rd,GOOLMANGAR,NSW,2480,-28.7461,153.225,NSW,Goolmangar,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,244,7.97
NSW,138,Page,2432,1,Goolmangar,Goolmangar Hall,863 Nimbin Rd,GOOLMANGAR,NSW,2480,-28.7461,153.225,NSW,Goolmangar,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,216,-7.97
NSW,138,Page,2433,1,Goonellabah,Goonellabah Public School,595 Ballina Rd,GOONELLABAH,NSW,2480,-28.8182885,153.3223076,NSW,Goonellabah,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,811,4.08
NSW,138,Page,2433,1,Goonellabah,Goonellabah Public School,595 Ballina Rd,GOONELLABAH,NSW,2480,-28.8182885,153.3223076,NSW,Goonellabah,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,725,-4.08
NSW,138,Page,2434,1,Goonellabah South,Goonellabah Community Centre,27 Oliver Ave,GOONELLABAH,NSW,2480,-28.8247,153.326,NSW,Goonellabah South,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,1004,6.16
NSW,138,Page,2434,1,Goonellabah South,Goonellabah Community Centre,27 Oliver Ave,GOONELLABAH,NSW,2480,-28.8247,153.326,NSW,Goonellabah South,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,766,-6.16
NSW,145,Richmond,2438,1,Hastings Point,North Star Holiday Resort,1 Tweed Coast Rd,HASTINGS POINT,NSW,2489,-28.3562,153.573,NSW,Hastings Point,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,251,-2.67
NSW,145,Richmond,2438,1,Hastings Point,North Star Holiday Resort,1 Tweed Coast Rd,HASTINGS POINT,NSW,2489,-28.3562,153.573,NSW,Hastings Point,32443,FRASER,Matthew,7,N,N,NP,The Nationals,221,2.67
NSW,138,Page,2439,1,Jiggi,Jiggi Public School,1093 Jiggi Rd,JIGGI,NSW,2480,-28.6780146,153.1816304,NSW,Jiggi,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,39,-1.33
NSW,138,Page,2439,1,Jiggi,Jiggi Public School,1093 Jiggi Rd,JIGGI,NSW,2480,-28.6780146,153.1816304,NSW,Jiggi,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,135,1.33
NSW,145,Richmond,2440,1,Kingscliff,"St Anthony's Hall",8 Pearl St,KINGSCLIFF,NSW,2487,-28.2568977,153.5768637,NSW,Kingscliff,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,795,1.92
NSW,145,Richmond,2440,1,Kingscliff,"St Anthony's Hall",8 Pearl St,KINGSCLIFF,NSW,2487,-28.2568977,153.5768637,NSW,Kingscliff,32443,FRASER,Matthew,7,N,N,NP,The Nationals,782,-1.92
NSW,145,Richmond,2442,1,Lennox Head,Lennox Head Public School,25 Byron St,LENNOX HEAD,NSW,2478,-28.7943,153.591,NSW,Lennox Head,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,1337,6.52
NSW,145,Richmond,2442,1,Lennox Head,Lennox Head Public School,25 Byron St,LENNOX HEAD,NSW,2478,-28.7943,153.591,NSW,Lennox Head,32443,FRASER,Matthew,7,N,N,NP,The Nationals,881,-6.52
NSW,138,Page,2443,1,Lismore,"St Paul's Memorial Hall",188 Keen St,LISMORE,NSW,2480,-28.810981,153.2773429,NSW,Lismore,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,684,6.18
NSW,138,Page,2443,1,Lismore,"St Paul's Memorial Hall",188 Keen St,LISMORE,NSW,2480,-28.810981,153.2773429,NSW,Lismore,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,922,-6.18
NSW,138,Page,2444,1,Lismore Central,Trinity Catholic College,1 Dawson St,LISMORE,NSW,2480,-28.8032218,153.2837704,NSW,Lismore Central,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,339,9.2
NSW,138,Page,2444,1,Lismore Central,Trinity Catholic College,1 Dawson St,LISMORE,NSW,2480,-28.8032218,153.2837704,NSW,Lismore Central,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,361,-9.2
NSW,138,Page,2445,1,Lismore East,Lismore High School,125 Dalley St,LISMORE EAST,NSW,2480,-28.8214,153.296,NSW,Lismore East,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,682,4.94
NSW,138,Page,2445,1,Lismore East,Lismore High School,125 Dalley St,LISMORE EAST,NSW,2480,-28.8214,153.296,NSW,Lismore East,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,771,-4.94
NSW,138,Page,2446,1,Lismore Heights,Lismore Heights Public School,195 High St,LISMORE HEIGHTS,NSW,2480,-28.8069169,153.3012672,NSW,Lismore Heights,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,409,0.85
NSW,138,Page,2446,1,Lismore Heights,Lismore Heights Public School,195 High St,LISMORE HEIGHTS,NSW,2480,-28.8069169,153.3012672,NSW,Lismore Heights,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,453,-0.85
NSW,138,Page,2448,1,Lismore North,The Rivers Secondary College Richmond River High Campus,85 Lake St,NORTH LISMORE,NSW,2480,-28.7986667,153.2782919,NSW,Lismore North,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,193,2.33
NSW,138,Page,2448,1,Lismore North,The Rivers Secondary College Richmond River High Campus,85 Lake St,NORTH LISMORE,NSW,2480,-28.7986667,153.2782919,NSW,Lismore North,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,247,-2.33
NSW,138,Page,2450,1,Lismore South,Lismore South Public School,69-79 Kyogle St,SOUTH LISMORE,NSW,2480,-28.8096,153.262,NSW,Lismore South,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,570,7.66
NSW,138,Page,2450,1,Lismore South,Lismore South Public School,69-79 Kyogle St,SOUTH LISMORE,NSW,2480,-28.8096,153.262,NSW,Lismore South,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,547,-7.66
NSW,138,Page,2451,1,Mcleans Ridges,Mcleans Ridges Hall,278 Cowlong Rd,MCLEANS RIDGES,NSW,2480,-28.7974,153.384,NSW,Mcleans Ridges,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,83,4.3
NSW,138,Page,2451,1,Mcleans Ridges,Mcleans Ridges Hall,278 Cowlong Rd,MCLEANS RIDGES,NSW,2480,-28.7974,153.384,NSW,Mcleans Ridges,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,68,-4.3
NSW,145,Richmond,2454,1,Mullumbimby,"St John's Primary School Hall",11 Murwillumbah Rd,MULLUMBIMBY,NSW,2482,-28.5486,153.496,NSW,Mullumbimby,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,1071,3.34
NSW,145,Richmond,2454,1,Mullumbimby,"St John's Primary School Hall",11 Murwillumbah Rd,MULLUMBIMBY,NSW,2482,-28.5486,153.496,NSW,Mullumbimby,32443,FRASER,Matthew,7,N,N,NP,The Nationals,360,-3.34
NSW,145,Richmond,2455,1,Murwillumbah East,Murwillumbah East Public School,45 George St,MURWILLUMBAH,NSW,2484,-28.3242912,153.4052646,NSW,Murwillumbah East,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,303,-4.05
NSW,145,Richmond,2455,1,Murwillumbah East,Murwillumbah East Public School,45 George St,MURWILLUMBAH,NSW,2484,-28.3242912,153.4052646,NSW,Murwillumbah East,32443,FRASER,Matthew,7,N,N,NP,The Nationals,232,4.05
NSW,145,Richmond,2457,1,Murwillumbah,Murwillumbah Public School,Prince St,MURWILLUMBAH,NSW,2484,-28.3297405,153.3912957,NSW,Murwillumbah,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,456,-1.94
NSW,145,Richmond,2457,1,Murwillumbah,Murwillumbah Public School,Prince St,MURWILLUMBAH,NSW,2484,-28.3297405,153.3912957,NSW,Murwillumbah,32443,FRASER,Matthew,7,N,N,NP,The Nationals,321,1.94
NSW,145,Richmond,2459,1,Newrybar,Newrybar Public School,10 Broken Head Rd,NEWRYBAR,NSW,2479,-28.7178,153.532,NSW,Newrybar,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,227,4.53
NSW,145,Richmond,2459,1,Newrybar,Newrybar Public School,10 Broken Head Rd,NEWRYBAR,NSW,2479,-28.7178,153.532,NSW,Newrybar,32443,FRASER,Matthew,7,N,N,NP,The Nationals,175,-4.53
NSW,138,Page,2460,1,Nimbin,Nimbin Central School,23B Thorburn St,NIMBIN,NSW,2480,-28.5954718,153.2210312,NSW,Nimbin,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,118,-0.25
NSW,138,Page,2460,1,Nimbin,Nimbin Central School,23B Thorburn St,NIMBIN,NSW,2480,-28.5954718,153.2210312,NSW,Nimbin,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,736,0.25
NSW,145,Richmond,2462,1,Pottsville Beach,Pottsville Beach Public School,85 Tweed Coast Rd,POTTSVILLE,NSW,2489,-28.3776,153.568,NSW,Pottsville Beach,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,841,2.46
NSW,145,Richmond,2462,1,Pottsville Beach,Pottsville Beach Public School,85 Tweed Coast Rd,POTTSVILLE,NSW,2489,-28.3776,153.568,NSW,Pottsville Beach,32443,FRASER,Matthew,7,N,N,NP,The Nationals,686,-2.46
NSW,138,Page,2464,1,Rosebank,Rosebank Public School,340 Rosebank Rd,ROSEBANK,NSW,2480,-28.6781029,153.3878335,NSW,Rosebank,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,42,-2.31
NSW,138,Page,2464,1,Rosebank,Rosebank Public School,340 Rosebank Rd,ROSEBANK,NSW,2480,-28.6781029,153.3878335,NSW,Rosebank,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,161,2.31
NSW,145,Richmond,2465,1,Stokers Siding,Stokers Siding Public School,252 Stokers Rd,STOKERS SIDING,NSW,2484,-28.3939344,153.4040183,NSW,Stokers Siding,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,176,-2.07
NSW,145,Richmond,2465,1,Stokers Siding,Stokers Siding Public School,252 Stokers Rd,STOKERS SIDING,NSW,2484,-28.3939344,153.4040183,NSW,Stokers Siding,32443,FRASER,Matthew,7,N,N,NP,The Nationals,114,2.07
NSW,145,Richmond,2466,1,Terranora,Terranora Public School,650 Terranora Rd,TERRANORA,NSW,2486,-28.2407,153.498,NSW,Terranora,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,419,-1.26
NSW,145,Richmond,2466,1,Terranora,Terranora Public School,650 Terranora Rd,TERRANORA,NSW,2486,-28.2407,153.498,NSW,Terranora,32443,FRASER,Matthew,7,N,N,NP,The Nationals,647,1.26
NSW,138,Page,2467,1,The Channon,The Channon Hall,8 Mill St,THE CHANNON,NSW,2480,-28.6730389,153.2791341,NSW,The Channon,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,71,5.18
NSW,138,Page,2467,1,The Channon,The Channon Hall,8 Mill St,THE CHANNON,NSW,2480,-28.6730389,153.2791341,NSW,The Channon,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,241,-5.18
NSW,145,Richmond,2468,1,Tintenbar,Tintenbar Public School,28 Fredericks Lane,TINTENBAR,NSW,2478,-28.794984,153.5006459,NSW,Tintenbar,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,203,1.97
NSW,145,Richmond,2468,1,Tintenbar,Tintenbar Public School,28 Fredericks Lane,TINTENBAR,NSW,2478,-28.794984,153.5006459,NSW,Tintenbar,32443,FRASER,Matthew,7,N,N,NP,The Nationals,252,-1.97
NSW,138,Page,2470,1,Modanville,Modanville Public School,877 Dunoon Rd,MODANVILLE,NSW,2480,-28.7297259,153.297287,NSW,Modanville,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,188,-1.79
NSW,138,Page,2470,1,Modanville,Modanville Public School,877 Dunoon Rd,MODANVILLE,NSW,2480,-28.7297259,153.297287,NSW,Modanville,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,148,1.79
NSW,145,Richmond,2472,1,Tweed Heads,Tweed Heads Public School,1-5 Stuart St,TWEED HEADS,NSW,2485,-28.1695795,153.5421435,NSW,Tweed Heads,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,296,3.12
NSW,145,Richmond,2472,1,Tweed Heads,Tweed Heads Public School,1-5 Stuart St,TWEED HEADS,NSW,2485,-28.1695795,153.5421435,NSW,Tweed Heads,32443,FRASER,Matthew,7,N,N,NP,The Nationals,253,-3.12
NSW,145,Richmond,2473,1,Tweed Heads South,Tweed Heads South Public School,10 Heffron St,TWEED HEADS SOUTH,NSW,2486,-28.1963935,153.5407493,NSW,Tweed Heads South,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,814,-1.86
NSW,145,Richmond,2473,1,Tweed Heads South,Tweed Heads South Public School,10 Heffron St,TWEED HEADS SOUTH,NSW,2486,-28.1963935,153.5407493,NSW,Tweed Heads South,32443,FRASER,Matthew,7,N,N,NP,The Nationals,639,1.86
NSW,145,Richmond,2474,1,Tyalgum,Tyalgum Public School,2 Coolman St,TYALGUM,NSW,2484,-28.3544596,153.2045364,NSW,Tyalgum,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,251,0.73
NSW,145,Richmond,2474,1,Tyalgum,Tyalgum Public School,2 Coolman St,TYALGUM,NSW,2484,-28.3544596,153.2045364,NSW,Tyalgum,32443,FRASER,Matthew,7,N,N,NP,The Nationals,185,-0.73
NSW,145,Richmond,2475,1,Uki,Uki Public School,1463 Kyogle Rd,UKI,NSW,2484,-28.41437,153.3351524,NSW,Uki,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,480,2.59
NSW,145,Richmond,2475,1,Uki,Uki Public School,1463 Kyogle Rd,UKI,NSW,2484,-28.41437,153.3351524,NSW,Uki,32443,FRASER,Matthew,7,N,N,NP,The Nationals,186,-2.59
NSW,145,Richmond,2476,1,Wilsons Creek,Wilsons Creek Hall,724 Wilsons Creek Rd,WILSONS CREEK,NSW,2482,-28.5714812,153.4255172,NSW,Wilsons Creek,32727,ELLIOT,Justine,4,Y,Y,ALP,Labor,165,-0.88
NSW,145,Richmond,2476,1,Wilsons Creek,Wilsons Creek Hall,724 Wilsons Creek Rd,WILSONS CREEK,NSW,2482,-28.5714812,153.4255172,NSW,Wilsons Creek,32443,FRASER,Matthew,7,N,N,NP,The Nationals,27,0.88
NSW,138,Page,2477,1,Wyrallah,Wyrallah Public School,29 Agnes St,WYRALLAH,NSW,2480,-28.8908008,153.3059699,NSW,Wyrallah,32528,HOGAN,Kevin,6,Y,Y,NP,The Nationals,269,6.27
NSW,138,Page,2477,1,Wyrallah,Wyrallah Public School,29 Agnes St,WYRALLAH,NSW,2480,-28.8908008,153.3059699,NSW,Wyrallah,32902,DEEGAN,Patrick,7,N,N,ALP,Labor,159,-6.27
NSW,118,Farrer,2481,1,Tharbogang,Tharbogang Public School,75 Braithwaite Rd,THARBOGANG,NSW,2680,-34.2605645,145.9842136,NSW,Tharbogang,33253,LEY,Sussan,1,Y,Y,LP,Liberal,57,67.86
NSW,118,Farrer,2481,1,Tharbogang,Tharbogang Public School,75 Braithwaite Rd,THARBOGANG,NSW,2680,-34.2605645,145.9842136,NSW,Tharbogang,32845,MACK,Kevin Francis,4,N,N,IND,Independent,27,32.14
